Service,Model,Step,Input,Output,Suggestion Chips,Data,Fulfilled Properties,Input Tokens,Output Tokens,Execution Time
data,gpt-4o-mini,10,can it be today?,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":""today"",""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,appointment_date,new_or_existing_patient",1282,122,3103
conversation,gpt-4o-mini,11,monday at 9 is fine,"Please note - this is only a request and not a confirmed appointment.

Our patient coordinator will reach out to you as soon as possible to confirm your appointment! 🙂 If there is an emergency, please call 911.

Thank you for choosing our practice! Is there anything else I can assist you with today?",,,,2843,90,3154
data,gpt-4o-mini,11,monday at 9 is fine,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":""Monday at 9"",""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,appointment_date,new_or_existing_patient",1356,96,1738
conversation,gpt-4o-mini,12,Remind me please the address,"Our office is located at 1221 W Ben White Blvd. (@ Banister) Suite 212B, Austin, TX 78704.

Is there anything else I can assist you with today?",,,,2954,66,1728
data,gpt-4o-mini,12,Remind me please the address,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":""Monday at 9"",""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,appointment_date,new_or_existing_patient",1430,87,1501
conversation,gpt-4o-mini,1,What insurances do you accept,"Our office accepts a variety of HMOs, PPOs, and other health plans. To verify acceptance of your specific insurance carrier, please call our office directly. If you have more questions or would like assistance, feel free to ask!

Would you like to request an appointment?",,,,2263,82,1983
data,gpt-4o-mini,1,What insurances do you accept,,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",insurance_inquiries,787,54,1561
conversation,gpt-4o-mini,2,"I have Revolut, will  that work?","I apologize, but I can't verify if Revolut is accepted. Please call our office directly at (512) 123-4567 for assistance regarding insurance payments.

Would you like to request an appointment?",,,,2338,67,2636
data,gpt-4o-mini,2,"I have Revolut, will  that work?",,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",,858,51,3520
conversation,gpt-4o-mini,3,What doctor works with you? What's his education?,"Dr. Mark Robson is the highly experienced foot doctor at our practice. He is dedicated to providing the best podiatric care in the Austin area. Unfortunately, I can't provide specific details about his education. If you need more information or have other questions, feel free to ask!

Would you like to request an appointment?",,,,2394,92,2451
data,gpt-4o-mini,3,What doctor works with you? What's his education?,,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}","appointment_requested,name,phone,email,appointment_date,ai_chat_flow,new_or_existing_patient",914,71,1270
conversation,gpt-4o-mini,4,Is he able to adapt my old Rayban to my myopia?,"I apologize, but I can't assist with that question. Please call our office directly at (512) 123-4567 for help related to adaptions and prescriptions.

Would you like to request an appointment?",,,,2718,68,1973
data,gpt-4o-mini,4,Is he able to adapt my old Rayban to my myopia?,,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",,998,51,1463
conversation,gpt-4o-mini,5,"Yes, please",Great! Are you a new or an existing patient?,,,,2758,34,1110
data,gpt-4o-mini,5,"Yes, please",,,"{""appointment_requested"":true,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",appointment_requested,1048,53,1415
conversation,gpt-4o-mini,6,I suppose I am new,What is your name?,,,,2496,28,2796
data,gpt-4o-mini,6,I suppose I am new,,,"{""appointment_requested"":true,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":""New""}","appointment_requested,new_or_existing_patient",1069,59,2497
conversation,gpt-4o-mini,7,Mario Postizo,"What is the best number to reach you at?

By submitting your phone number below, you understand we may send text messages to this number containing relevant information.",,,,2556,56,1492
data,gpt-4o-mini,7,Mario Postizo,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,new_or_existing_patient",1082,69,1682
conversation,gpt-4o-mini,8,5556667777,What is the best email for you?,,,,2601,31,1299
data,gpt-4o-mini,8,5556667777,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":null,""appointment_date"":null,""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,new_or_existing_patient",1124,79,1613
conversation,gpt-4o-mini,9,mario@postizo.com,"When would you like to schedule the appointment? Please note our office hours are:

Monday: 8:30 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: Closed
Sunday: Closed

I look forward to your response!",,,,2623,127,2135
data,gpt-4o-mini,9,mario@postizo.com,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":null,""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,new_or_existing_patient",1142,116,3086
conversation,gpt-4o-mini,10,can it be today?,"Unfortunately, our office is currently closed for the day. Our hours are Monday to Friday, 8:30 AM to 5:00 PM. Would you like to schedule for tomorrow instead? 😊","Yes, please schedule for tomorrow,I need more information,No, thank you",,,3023,80,1297
data,gpt-4o-mini,10,can it be today?,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":""today"",""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,appointment_date,new_or_existing_patient",1253,84,1995
conversation,gpt-4o-mini,11,monday at 9 is fine,"Please note - this is only a request... not a confirmed appointment.

Our patient coordinator will reach out to you as soon as possible to confirm your appointment! 🙂 If this is an emergency, please call 911. Thanks for choosing our practice!",,,,2790,75,2004
data,gpt-4o-mini,11,monday at 9 is fine,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":""monday at 9"",""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,appointment_date,new_or_existing_patient",1304,126,2056
conversation,gpt-4o-mini,12,Remind me please the address,"Our office is located at:
Austin Podiatry
1221 W Ben White Blvd. (@ Banister)
Suite 212B
Austin, TX 78704

Is there anything else I can assist you with?",,,,2890,75,1511
data,gpt-4o-mini,12,Remind me please the address,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":""Monday at 9"",""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,appointment_date,new_or_existing_patient",1365,87,1636
conversation,gpt-4o-mini,1,What insurances do you accept,"Our office accepts a variety of HMOs, PPOs, and other health plans. Please call our office to verify acceptance of your insurance carrier, as some may require a referral. Would you like to request an appointment?",,,,2263,67,1544
data,gpt-4o-mini,1,What insurances do you accept,,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",,787,76,1941
conversation,gpt-4o-mini,2,"I have Revolut, will  that work?","I'm sorry, but I can't help with that specific question regarding insurance. I recommend calling our office at 512-555-0123 to verify acceptance of your insurance carrier. Would you like to request an appointment?","Yes, I would like to schedule an appointment.,No, I have more questions.,Just reaching out for information.",,,2326,89,1950
data,gpt-4o-mini,2,"I have Revolut, will  that work?",,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",appointment_requested,846,55,4921
conversation,gpt-4o-mini,3,What doctor works with you? What's his education?,"Dr. Mark Robson is our highly experienced foot doctor here at All Eyes On Me Optometry, specializing in podiatric care. While I can't provide specifics about his education, I can assure you that he is well-qualified to help with a variety of foot issues. Would you like to request an appointment?","Yes, I want to schedule an appointment,No, I have more questions,Tell me more about treatments",,,2383,107,2339
data,gpt-4o-mini,3,What doctor works with you? What's his education?,,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",,903,51,1556
conversation,gpt-4o-mini,4,Is he able to adapt my old Rayban to my myopia?,"I'm sorry, but I can't assist with that specific question about adapting glasses. I recommend calling our office for more information at 512-555-0123. In the meantime, would you like to request an appointment?",,,,2703,67,2180
data,gpt-4o-mini,4,Is he able to adapt my old Rayban to my myopia?,,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",,983,51,1767
conversation,gpt-4o-mini,5,"Yes, please",Great! Are you a new or an existing patient?,,,,2744,34,1220
data,gpt-4o-mini,5,"Yes, please",,,"{""appointment_requested"":true,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""patient"",""new_or_existing_patient"":null}",appointment_requested,1034,55,1369
conversation,gpt-4o-mini,6,I suppose I am new,What is your name?,,,,2482,28,2081
data,gpt-4o-mini,6,I suppose I am new,,,"{""appointment_requested"":true,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":""New""}","appointment_requested,new_or_existing_patient",1055,59,1865
conversation,gpt-4o-mini,7,Mario Postizo,"What is the best number to reach you at?

By submitting your phone number below, you understand we may send text messages to this number containing relevant information.",,,,2542,56,1396
data,gpt-4o-mini,7,Mario Postizo,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,new_or_existing_patient",1068,69,1566
conversation,gpt-4o-mini,8,5556667777,What is the best email for you?,,,,2587,31,1616
data,gpt-4o-mini,8,5556667777,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":null,""appointment_date"":null,""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,new_or_existing_patient",1110,106,1704
conversation,gpt-4o-mini,9,mario@postizo.com,"When would you like to schedule the appointment? Our office hours are Monday to Friday from 8:30 AM to 5:00 PM, and we're closed on Saturdays and Sundays.  Please let me know what date works best for you!",,,,2609,72,1403
data,gpt-4o-mini,9,mario@postizo.com,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":null,""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,new_or_existing_patient",1128,86,1667
conversation,gpt-4o-mini,10,can it be today?,"I can certainly help you with scheduling for today! However, please note that our office is closed from 12:00 PM to 1:00 PM for lunch. What time would you prefer for your appointment today, before or after lunch?","Before lunch,After lunch,Another day",,,2957,81,1982
data,gpt-4o-mini,10,can it be today?,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":""today"",""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,appointment_date,new_or_existing_patient",1187,89,2269
conversation,gpt-4o-mini,11,monday at 9 is fine,"Please note - this is only a request... not a confirmed appointment. Our patient coordinator will reach out to you as soon as possible to confirm your appointment! 🙂 If there is an emergency, please call 911. Thanks for choosing our practice! Is there anything else I can assist you with today?",,,,2733,83,1764
data,gpt-4o-mini,11,monday at 9 is fine,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":""Monday at 9"",""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,appointment_date,new_or_existing_patient",1246,125,1964
conversation,gpt-4o-mini,12,Remind me please the address,"Our office address is: 1221 W Ben White Blvd. (@ Banister) Suite 212B Austin, TX 78704. Is there anything else I can assist you with today?",,,,2841,62,1387
data,gpt-4o-mini,12,Remind me please the address,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":""Monday at 9"",""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,appointment_date,ai_chat_flow,new_or_existing_patient",1317,121,2382
conversation,gpt-4o-mini,1,What insurances do you accept,"Our office accepts a variety of HMOs, PPOs, and other health plans. Please call our office to verify acceptance of your insurance carrier, as some may require a referral. Would you like to request an appointment?",,,,2263,67,1750
data,gpt-4o-mini,1,What insurances do you accept,,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",insurance_inquiry,787,54,1871
conversation,gpt-4o-mini,2,"I have Revolut, will  that work?","I'm sorry, but I can't verify specific insurance plans like Revolut. It would be best to call our office to check if we accept it. Our number is [insert office phone number].

Would you like to request an appointment?","Yes, I would like to request an appointment.,No, I have more questions.,I'm just browsing.",,,2326,94,2106
data,gpt-4o-mini,2,"I have Revolut, will  that work?",,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",,846,51,4393
conversation,gpt-4o-mini,3,What doctor works with you? What's his education?,"Dr. Mark Robson is the highly experienced foot doctor at our office in South Austin. He specializes in providing podiatric care and has extensive knowledge treating foot pain and associated problems. Unfortunately, I can't provide specific details about his education.

Would you like to request an appointment?",,,,2387,82,1826
data,gpt-4o-mini,3,What doctor works with you? What's his education?,,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",,907,76,1771
conversation,gpt-4o-mini,4,Is he able to adapt my old Rayban to my myopia?,"I'm sorry, but I can't assist with that inquiry. Our focus is on podiatric care. For any optometry-related questions, it would be best to call your eye care provider directly.

Would you like to request an appointment for any foot care concerns?",,,,2702,78,2382
data,gpt-4o-mini,4,Is he able to adapt my old Rayban to my myopia?,,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",,982,51,1761
conversation,gpt-4o-mini,5,"Yes, please",Are you a new or an existing patient?,,,,2752,32,1327
data,gpt-4o-mini,5,"Yes, please",,,"{""appointment_requested"":true,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",appointment_requested,1042,55,1410
conversation,gpt-4o-mini,6,I suppose I am new,What is your name?,,,,2488,28,2712
data,gpt-4o-mini,6,I suppose I am new,,,"{""appointment_requested"":true,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":""New""}","appointment_requested,new_or_existing_patient",1061,59,2376
conversation,gpt-4o-mini,7,Mario Postizo,"What is the best number to reach you at?

By submitting your phone number below, you understand we may send text messages to this number containing relevant information.",,,,2548,56,1258
data,gpt-4o-mini,7,Mario Postizo,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,new_or_existing_patient",1074,78,1712
conversation,gpt-4o-mini,8,5556667777,What is the best email for you?,,,,2593,31,1620
data,gpt-4o-mini,8,5556667777,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":null,""appointment_date"":null,""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,new_or_existing_patient",1116,106,2177
conversation,gpt-4o-mini,9,mario@postizo.com,"When would you like to schedule the appointment?

Our office hours are as follows:
Monday: 8:30 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: Closed
Sunday: Closed

Please let me know your preferred appointment date!",,,,2615,131,1992
data,gpt-4o-mini,9,mario@postizo.com,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":null,""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,new_or_existing_patient",1134,81,2016
conversation,gpt-4o-mini,10,can it be today?,"Yes, you can schedule an appointment for today! Please note that our office is open until 5:00 PM, and we're available for appointments until then. Can you confirm the time you would like to come in?",,,,3018,67,1524
data,gpt-4o-mini,10,can it be today?,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":""today"",""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,appointment_date,new_or_existing_patient",1248,89,1707
conversation,gpt-4o-mini,11,monday at 9 is fine,"Please note - this is only a request... not a confirmed appointment.

Our patient coordinator will reach out to you as soon as possible to confirm your appointment! 🙂 If you have an emergency, please call 911. Thanks for choosing our practice!",,,,2789,75,2568
data,gpt-4o-mini,11,monday at 9 is fine,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":""monday at 9"",""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,appointment_date,new_or_existing_patient",1302,88,1684
conversation,gpt-4o-mini,12,Remind me please the address,"Our office is located at:

Austin Podiatry
1221 W Ben White Blvd. (@ Banister) Suite 212B
Austin, TX 78704

Is there anything else I can assist you with?",,,,2888,71,1452
data,gpt-4o-mini,12,Remind me please the address,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":""Monday at 9"",""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,appointment_date,new_or_existing_patient",1363,87,1591
conversation,gpt-4o-mini,1,What insurances do you accept,"Our office accepts a variety of HMOs, PPOs, and other health plans. Please call our office to verify acceptance of your insurance carrier, as some may require a referral. If you have any specific insurance in mind, we can assist you better!

Would you like to request an appointment?",,,,2263,85,1885
data,gpt-4o-mini,1,What insurances do you accept,,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}","appointment_requested,name,phone,email,appointment_date,new_or_existing_patient",787,67,1673
conversation,gpt-4o-mini,2,"I have Revolut, will  that work?","I apologize, but I can't verify specific payment methods like Revolut for our services. Please feel free to call our office to ask about accepted payment options. Our number is (512) 123-4567.

Would you like to request an appointment?","Yes,No,Tell me more about insurances",,,2342,88,1832
data,gpt-4o-mini,2,"I have Revolut, will  that work?",,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",appointment_requested,862,59,4873
conversation,gpt-4o-mini,3,What doctor works with you? What's his education?,"Dr. Mark Robson is a highly experienced foot doctor at Austin Podiatry. He is dedicated to providing the best podiatric care in the Austin area, focusing on treating foot pain and related conditions. If you have any specific questions about Dr. Robson's background or expertise, feel free to ask!

Would you like to request an appointment?","Yes, I would like to schedule an appointment,No, I have more questions,Tell me more about the services offered",,,2408,123,2244
data,gpt-4o-mini,3,What doctor works with you? What's his education?,,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",,928,51,1925
conversation,gpt-4o-mini,4,Is he able to adapt my old Rayban to my myopia?,"I'm sorry, but I can't provide help with adapting glasses. It would be best to contact an optometrist for assistance with your Ray-Ban glasses. If you have additional questions about our podiatry services, feel free to ask!

Would you like to request an appointment?",,,,2739,82,2125
data,gpt-4o-mini,4,Is he able to adapt my old Rayban to my myopia?,,,"{""appointment_requested"":null,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",,1019,51,1704
conversation,gpt-4o-mini,5,"Yes, please",Are you a new or an existing patient?,"New patient,Existing patient",,,2793,38,1553
data,gpt-4o-mini,5,"Yes, please",,,"{""appointment_requested"":true,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":null}",appointment_requested,1083,55,1482
conversation,gpt-4o-mini,6,I suppose I am new,What is your name?,,,,2529,28,2828
data,gpt-4o-mini,6,I suppose I am new,,,"{""appointment_requested"":true,""name"":null,""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""general"",""new_or_existing_patient"":""New""}","appointment_requested,new_or_existing_patient",1102,59,1233
conversation,gpt-4o-mini,7,Mario Postizo,"What is the best number to reach you at?

By submitting your phone number below, you understand we may send text messages to this number containing relevant information.",,,,2589,57,2002
data,gpt-4o-mini,7,Mario Postizo,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":null,""email"":null,""appointment_date"":null,""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,new_or_existing_patient",1115,74,1872
conversation,gpt-4o-mini,8,5556667777,What is the best email for you?,,,,2634,31,1455
data,gpt-4o-mini,8,5556667777,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":null,""appointment_date"":null,""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,new_or_existing_patient",1157,99,2180
conversation,gpt-4o-mini,9,mario@postizo.com,"When would you like to schedule the appointment?

Our office hours are:
Monday: 8:30 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: Closed
Sunday: Closed

Please let me know your preferred date and time!",,,,2656,129,2029
data,gpt-4o-mini,9,mario@postizo.com,,,"{""appointment_requested"":true,""name"":""Mario Postizo"",""phone"":""5556667777"",""email"":""mario@postizo.com"",""appointment_date"":null,""ai_chat_flow"":""patient"",""new_or_existing_patient"":""New""}","appointment_requested,name,phone,email,new_or_existing_patient",1175,81,1598
conversation,gpt-4o-mini,10,can it be today?,"Unfortunately, we cannot accommodate appointments today, as our office is currently closed. Our office hours are as follows:

Monday: 8:30 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: Closed
Sunday: Closed

Please let me know if you would like to schedule for another day!",,,,3057,140,2124
